Indicatori,RN,RM,RMI,Emigranti,Imigranti,RS,Sal,CSom,AjSoc,Pensie,PopScolara,PaturiUS,Medici,VolumeB,SpectatoriS,VizitatoriM,SportiviL,PIB,SalariatiC,PAgrVeg,PAgrAnim,ServAgr,Silvicultura,SupLoc,DrumuriM,Innoptari,BugetVenituri,BugetSubventii,Apa,Canal,Export
RN,0.9999999999999998,-0.5260947836217956,0.05207980262477504,0.002461226258092694,0.1753760447962737,-0.3490214125825771,0.3327796555907585,-0.03452657514948223,-0.2634256087634944,-0.0865709184708097,0.47617427167555476,0.08666735721728289,0.2975870261312838,0.22769392231209318,0.21799824462865552,0.07992613481996662,0.22273222481805727,0.22076642358419973,0.381589000399038,-0.2570626493148143,-0.1614728758657164,-0.14038082432338525,0.1294976803426551,0.268234497971256,-0.48180536158636833,0.043399420555848875,0.08033275260733562,-0.31920963691449533,-0.1133518927620998,0.07738920186930752,0.16474001924938858
RM,-0.5260947836217956,1.0000000000000002,0.12335264201013682,-0.3739853391456705,-0.33402614359544086,0.37571668251171353,-0.3496439008567791,-0.09816122548687621,0.3574551303129029,-0.21900084488037647,-0.531860526696295,-0.3071025823329754,-0.3655524799183656,-0.32940110760379365,-0.3003594069530854,-0.3083361292353059,-0.2789015139331917,-0.34709352381574105,-0.4475628226309556,0.5780829267404091,0.24155658335239671,0.31088722245711875,-0.19313529422795328,-0.3730015003468918,0.35894088266593266,-0.31519004334608425,-0.22067240766732374,0.2692690034001494,-0.1559403202722721,-0.3032112032034114,-0.27261683177393187
RMI,0.05207980262477506,0.12335264201013682,1.0,-0.1624282354291333,-0.2245734644276845,0.15017259570505326,-0.38251717158845244,0.10735453642337328,0.13605462203550203,-0.15280538150684106,-0.06396791379989744,-0.23393703802068605,-0.22716876044090775,-0.07465134228012259,0.025474627247193033,0.13011948502132348,-0.21449477751660007,-0.33540154352644425,-0.36412439017388765,0.13018382157478708,0.34907980226293794,-0.024246163468978378,0.20917305509744558,-0.2023087496697578,0.028574758911935536,0.09608792550884707,0.10861525960849054,0.36593943061356693,-0.04881664066827175,-0.11667758112350714,-0.11293529585892208
Emigranti,0.0024612262580926895,-0.37398533914567056,-0.1624282354291333,1.0,0.744280962609724,-0.008531847130611985,0.3001085036802564,-0.025371756922177035,-0.020971588089380624,0.20932920464399102,0.4099566723961839,0.27372199149628795,0.31134896069918466,0.3339262993104673,0.19170352330812584,0.23386858969887211,0.013921517252512812,0.18677029256975394,0.2835862347886506,-0.3915363923559612,-0.19873212175750005,0.0466343254568569,-0.15565872507918424,-0.03215236222312704,-0.02275831685816597,0.027884109333923327,0.2447946901867081,-0.03266639049074541,0.12128305953577745,0.2735213918807576,0.07900000840706117
Imigranti,0.1753760447962737,-0.33402614359544086,-0.22457346442768447,0.744280962609724,0.9999999999999997,0.1592152863503221,0.20057253198524005,-0.11020414817716577,0.14678681478438896,-0.022707896831161305,0.3017948520147425,0.16787278163142566,0.1480368604987177,0.269110476590832,0.05748733397382542,-0.05415240568716513,-0.13029008314412238,0.01494915309125197,0.15533254568938779,-0.22351492124692993,-0.1644508744975464,0.017807534960807326,-0.2059188698809394,-0.130058644132535,-0.12490919266113389,-0.1822080150228839,0.07990148418375263,0.035981831463792496,-0.19918258576434192,-0.011651199300321706,-0.1391286628083852
RS,-0.3490214125825771,0.37571668251171353,0.1501725957050533,-0.008531847130611964,0.15921528635032212,0.9999999999999999,-0.5183066264000361,-0.1689773959605079,0.908319619119574,-0.3029884629978952,-0.3178552953104462,-0.22757548026402835,-0.43094757615519663,-0.2255157021801419,-0.14571683894040455,-0.25903798485253043,-0.48118391049754766,-0.5489411879116278,-0.5097591128927785,0.432238373095224,0.2922467852633534,-0.015521816742908241,0.04548110750562248,-0.4210667816314415,0.31238893357124514,-0.2523598195232791,-0.27498552866940557,0.2389363975857845,-0.30712913953825594,-0.29594776870889217,-0.42877006885694896
Sal,0.33277965559075845,-0.34964390085677904,-0.38251717158845244,0.30010850368025643,0.20057253198524008,-0.5183066264000362,0.9999999999999998,-0.016963557579317817,-0.5087290328980039,0.4860335279076499,0.6708795131464068,0.5597613670052557,0.7897044148169398,0.6781835560475022,0.3664116829539926,0.19985016558087088,0.43703062377570995,0.8582632015553812,0.8090896170403536,-0.513381979923974,-0.5897378549357203,0.17008356835805044,-0.3029051305506798,0.3827773942659219,-0.45364290595841184,0.038722931481564006,0.3219704218168091,-0.5181590415383014,0.3912042367193675,0.5288497955155763,0.5184270472274323
CSom,-0.034526575149482236,-0.09816122548687622,0.1073545364233733,-0.025371756922177045,-0.11020414817716576,-0.1689773959605079,-0.01696355757931784,0.9999999999999999,-0.24637985976279644,0.39708351873519077,0.0949573201798231,0.30576298064946295,0.0974759095872572,0.22666284849021248,0.008761326264816523,0.12519434379654296,0.27543871583028556,0.19471778855039332,0.11874485155240688,-0.21440096787103818,0.07197888015711155,-0.14279977155887377,0.2236232165012435,1.662773180180129e-05,0.07451634479521992,-0.03580369999079583,0.3746803623119921,-0.05100430054762395,0.2419020121589422,0.3804988827732804,0.1650207510469929
AjSoc,-0.2634256087634944,0.3574551303129029,0.13605462203550206,-0.02097158808938062,0.14678681478438893,0.908319619119574,-0.5087290328980039,-0.24637985976279644,0.9999999999999999,-0.4089593073740649,-0.3299931219978223,-0.2968255687456763,-0.41955041279717326,-0.2668997978778654,-0.12293952831722793,-0.21577350009984678,-0.38703736623818563,-0.5910547539717698,-0.5009382744672763,0.45748705443321086,0.299441859398398,-0.11796359473273338,-0.0069384137650849425,-0.3783799664580018,0.28251749891028416,-0.323340304998466,-0.292264415937652,0.2850134254051992,-0.3980626890973136,-0.3695906388080031,-0.41433468087218306
Pensie,-0.08657091847080972,-0.21900084488037647,-0.15280538150684106,0.20932920464399107,-0.02270789683116132,-0.3029884629978953,0.4860335279076499,0.39708351873519077,-0.40895930737406494,1.0,0.4177334620519359,0.610671459552712,0.4840208067772108,0.44295166551583004,0.3759110012503502,0.515078136657402,0.2978790838184885,0.6351398313436842,0.44696735002240123,-0.6038276203069338,-0.5178777991150615,-0.025201797913846233,0.031337152869753755,0.18227086205046478,-0.13734037279875044,0.3125279612794194,0.18333954159305835,-0.4281524904454303,0.6135649504523603,0.7152953824393216,0.34479222379111624
PopScolara,0.47617427167555476,-0.531860526696295,-0.06396791379989743,0.4099566723961839,0.30179485201474254,-0.3178552953104462,0.6708795131464068,0.0949573201798231,-0.3299931219978223,0.4177334620519359,1.0,0.7424716722213687,0.795141989055314,0.8113032895945705,0.4875850301873316,0.3447708761093433,0.3872461226026174,0.632505791479818,0.4430701249736178,-0.4657230174985294,-0.32424075975426286,-0.047557941736714314,0.03646163007564737,0.0010507632865460594,-0.4222921561473306,0.25067564935818576,0.28151380068944193,-0.4112522667888433,0.42056746703935033,0.5847326829868319,0.3398780563016739
PaturiUS,0.08666735721728287,-0.3071025823329754,-0.23393703802068605,0.27372199149628795,0.16787278163142566,-0.22757548026402835,0.5597613670052557,0.30576298064946295,-0.29682556874567634,0.610671459552712,0.7424716722213688,1.0,0.7907670695247099,0.773556670615368,0.3993995430033167,0.2573511438812366,0.42328804001250336,0.6445006820357104,0.34736686069252753,-0.3698356405393537,-0.3148880352104249,0.0280072017217747,0.07834907611875463,-0.07523776331166673,-0.20698014976856155,0.23875471901014478,0.21687873509133282,-0.40450944394962435,0.4824206683727267,0.6527500421620664,0.22528422620538607
Medici,0.29758702613128374,-0.36555247991836565,-0.22716876044090775,0.31134896069918466,0.14803686049871773,-0.43094757615519663,0.7897044148169398,0.0974759095872572,-0.4195504127971733,0.48402080677721077,0.795141989055314,0.7907670695247099,1.0000000000000002,0.6869546712603983,0.3409124960891865,0.2129590232923477,0.5445943429489489,0.731633816661401,0.550205322205458,-0.3700668258741474,-0.402892049770818,0.07735357988360728,-0.14383045650654108,0.1726935816477339,-0.4224368059112612,0.16249041100797287,0.21913228598678022,-0.516443520126029,0.41379322675541574,0.5915504726534444,0.4611009105424731
VolumeB,0.22769392231209315,-0.32940110760379365,-0.0746513422801226,0.3339262993104673,0.269110476590832,-0.22551570218014194,0.6781835560475022,0.22666284849021243,-0.2668997978778654,0.44295166551583004,0.8113032895945705,0.773556670615368,0.6869546712603983,1.0,0.41849338892950677,0.20219515517973435,0.39079953839949266,0.7186932424088648,0.45145427030806073,-0.37471410787712217,-0.2876837620793478,0.0980194267622851,0.09829429660216125,-0.06990832687375509,-0.2603254590596218,0.04977626241060054,0.52281855279238,-0.21540973044056486,0.3953502778147324,0.5701058297226786,0.2295277024903914
SpectatoriS,0.21799824462865552,-0.3003594069530854,0.02547462724719302,0.19170352330812584,0.05748733397382538,-0.14571683894040455,0.3664116829539926,0.008761326264816544,-0.12293952831722794,0.3759110012503502,0.4875850301873316,0.3993995430033167,0.3409124960891865,0.41849338892950677,1.0000000000000002,0.7850693240261806,0.26188511475041715,0.3987132845620792,0.38209935253368077,-0.3366825267087185,-0.18677629249032426,0.03331961963883447,0.049257065660192015,0.05230157348786015,-0.1573565592306573,0.32242061264097044,0.18439419171340238,-0.24644370081959913,0.4394050407387873,0.5563248903841695,0.2464603447121727
VizitatoriM,0.07992613481996665,-0.30833612923530584,0.13011948502132345,0.23386858969887211,-0.05415240568716512,-0.25903798485253043,0.19985016558087085,0.12519434379654298,-0.2157735000998468,0.515078136657402,0.3447708761093433,0.25735114388123653,0.2129590232923477,0.20219515517973435,0.7850693240261806,1.0,0.16836967460654043,0.2623169906851695,0.29365347614683157,-0.49449346583740494,-0.17249840250822018,-0.1860126971644062,0.06484063345012994,0.09118326209124394,-0.10199499860549226,0.5362823932684927,0.12874092297126719,-0.16569051143203697,0.44057691189919207,0.48078498136007547,0.25195848385754516
SportiviL,0.22273222481805727,-0.2789015139331917,-0.21449477751660007,0.013921517252512805,-0.1302900831441224,-0.4811839104975477,0.4370306237757099,0.27543871583028556,-0.3870373662381857,0.2978790838184885,0.38724612260261737,0.4232880400125033,0.5445943429489489,0.39079953839949266,0.26188511475041715,0.1683696746065404,0.9999999999999999,0.5942105437927121,0.3942963514642639,-0.2500394911156472,-0.13433101613323728,0.0008038802067052231,0.09218447260564484,0.25865972661331804,-0.17264802985632088,0.22138233629116633,0.26184411953815684,-0.4497108000080285,0.5246912601985622,0.6167786312169369,0.45695672222803757
PIB,0.22076642358419973,-0.3470935238157411,-0.33540154352644425,0.18677029256975394,0.01494915309125197,-0.5489411879116278,0.8582632015553812,0.19471778855039332,-0.5910547539717698,0.6351398313436842,0.632505791479818,0.6445006820357105,0.7316338166614009,0.7186932424088647,0.3987132845620792,0.2623169906851694,0.5942105437927121,0.9999999999999999,0.7366085191781712,-0.5323453946219435,-0.5121290284838098,0.23122419905671338,-0.07980897416438913,0.3793743268597928,-0.3827736568140682,0.21201230062113224,0.4706518276534355,-0.5512154695966519,0.5580370851896975,0.6664634566570475,0.5468482247137875
SalariatiC,0.3815890003990379,-0.44756282263095554,-0.3641243901738876,0.2835862347886506,0.15533254568938776,-0.5097591128927785,0.8090896170403536,0.11874485155240688,-0.5009382744672763,0.4469673500224012,0.4430701249736178,0.34736686069252753,0.5502053222054579,0.4514542703080607,0.3820993525336807,0.2936534761468315,0.39429635146426395,0.7366085191781713,1.0,-0.5759168256391346,-0.564469188860241,0.12263167170289903,-0.13989970894475376,0.6604796583059931,-0.3531573636194553,0.04707374383713831,0.3229634679052944,-0.5102535559143144,0.2833864699778278,0.5131166819044883,0.5797920125379381
PAgrVeg,-0.2570626493148143,0.5780829267404091,0.1301838215747871,-0.3915363923559612,-0.2235149212469299,0.432238373095224,-0.5133819799239742,-0.21440096787103818,0.45748705443321086,-0.6038276203069339,-0.4657230174985294,-0.3698356405393537,-0.37006682587414735,-0.3747141078771221,-0.3366825267087185,-0.49449346583740494,-0.25003949111564727,-0.5323453946219435,-0.5759168256391346,1.0,0.42558374697731866,0.09830121845740286,-0.18612364445738924,-0.35312917966605595,0.4247612643381595,-0.330581204224392,-0.24727954671789798,0.34175713617130105,-0.3876526899596292,-0.507398730096461,-0.232331234914333
PAgrAnim,-0.1614728758657164,0.24155658335239671,0.349079802262938,-0.19873212175750005,-0.16445087449754636,0.2922467852633534,-0.5897378549357203,0.07197888015711158,0.299441859398398,-0.5178777991150615,-0.3242407597542628,-0.31488803521042485,-0.402892049770818,-0.2876837620793478,-0.18677629249032426,-0.17249840250822018,-0.13433101613323728,-0.5121290284838098,-0.564469188860241,0.42558374697731866,1.0,-0.09217585245175414,0.23360846377004593,-0.4071694176536971,0.4664463713418545,-0.11099921571227192,-0.05088118563954838,0.5256004699509099,-0.22381240507368683,-0.3947530342666164,-0.17793829417494295
ServAgr,-0.14038082432338525,0.3108872224571187,-0.024246163468978375,0.046634325456856904,0.01780753496080735,-0.015521816742908246,0.17008356835805044,-0.14279977155887377,-0.11796359473273339,-0.025201797913846247,-0.047557941736714314,0.028007201721774726,0.07735357988360725,0.0980194267622851,0.03331961963883447,-0.18601269716440622,0.0008038802067052246,0.2312241990567134,0.12263167170289903,0.09830121845740283,-0.09217585245175418,0.9999999999999999,-0.2824091554835093,-0.08168236231526664,-0.06215470549087175,-0.1434644910647622,0.05964914560695291,-0.11560153230008403,0.24834166115147482,0.19748861097961118,-0.03754111302038127
Silvicultura,0.1294976803426551,-0.19313529422795328,0.2091730550974456,-0.15565872507918424,-0.2059188698809394,0.04548110750562248,-0.30290513055067975,0.22362321650124356,-0.006938413765084954,0.031337152869753755,0.03646163007564736,0.07834907611875463,-0.14383045650654108,0.09829429660216127,0.04925706566019202,0.06484063345012994,0.09218447260564484,-0.07980897416438913,-0.13989970894475376,-0.18612364445738924,0.23360846377004588,-0.2824091554835093,0.9999999999999997,-0.052972263076094435,0.17588948472274576,0.12118569737243161,0.08463362951555137,0.0615854005505599,-0.06079269140240433,0.04029947271083825,-0.11800956193168967
SupLoc,0.26823449797125604,-0.37300150034689183,-0.20230874966975784,-0.03215236222312706,-0.130058644132535,-0.4210667816314415,0.3827773942659219,1.662773180179821e-05,-0.37837996645800187,0.18227086205046475,0.0010507632865460455,-0.07523776331166673,0.1726935816477339,-0.06990832687375512,0.052301573487860145,0.09118326209124393,0.25865972661331804,0.3793743268597928,0.6604796583059932,-0.35312917966605595,-0.40716941765369713,-0.08168236231526664,-0.05297226307609444,1.0000000000000002,-0.26270154622055575,0.049917128266799296,0.10562242862496683,-0.418054425758578,0.06674520349310904,0.19356792985970245,0.43012049492721066
DrumuriM,-0.48180536158636833,0.3589408826659326,0.028574758911935495,-0.02275831685816597,-0.12490919266113391,0.3123889335712451,-0.45364290595841184,0.07451634479521987,0.28251749891028416,-0.13734037279875042,-0.4222921561473306,-0.20698014976856158,-0.4224368059112612,-0.2603254590596218,-0.15735655923065733,-0.10199499860549224,-0.17264802985632088,-0.3827736568140683,-0.3531573636194554,0.4247612643381595,0.4664463713418545,-0.06215470549087175,0.17588948472274576,-0.26270154622055575,0.9999999999999997,-0.054035048029041244,0.09233123217620155,0.5778444617994087,-0.1601085371405752,-0.17810475938632286,-0.22103144949488826
Innoptari,0.04339942055584887,-0.31519004334608425,0.09608792550884707,0.02788410933392331,-0.1822080150228839,-0.2523598195232791,0.038722931481564,-0.035803699990795815,-0.323340304998466,0.3125279612794194,0.25067564935818576,0.23875471901014483,0.1624904110079729,0.049776262410600534,0.32242061264097044,0.5362823932684927,0.22138233629116633,0.21201230062113227,0.04707374383713832,-0.330581204224392,-0.11099921571227193,-0.14346449106476222,0.12118569737243161,0.04991712826679931,-0.054035048029041265,0.9999999999999999,0.1414970609051538,-0.14006630376991286,0.3473794076081331,0.35042350302381164,0.08110384560217689
BugetVenituri,0.08033275260733562,-0.2206724076673238,0.10861525960849054,0.24479469018670813,0.07990148418375265,-0.27498552866940545,0.32197042181680907,0.3746803623119921,-0.292264415937652,0.18333954159305835,0.28151380068944193,0.21687873509133282,0.21913228598678022,0.52281855279238,0.1843941917134024,0.12874092297126719,0.2618441195381569,0.4706518276534355,0.32296346790529445,-0.24727954671789798,-0.050881185639548465,0.05964914560695291,0.08463362951555137,0.10562242862496683,0.09233123217620154,0.1414970609051538,0.9999999999999996,0.26819908232413336,0.24482396915115898,0.2724259405685892,0.05752655241462962
BugetSubventii,-0.31920963691449533,0.2692690034001494,0.36593943061356693,-0.03266639049074535,0.035981831463792475,0.2389363975857845,-0.5181590415383014,-0.051004300547623976,0.28501342540519925,-0.4281524904454303,-0.4112522667888433,-0.4045094439496244,-0.516443520126029,-0.21540973044056486,-0.24644370081959913,-0.165690511432037,-0.4497108000080285,-0.5512154695966519,-0.5102535559143143,0.341757136171301,0.5256004699509099,-0.11560153230008406,0.0615854005505599,-0.41805442575857793,0.5778444617994087,-0.14006630376991286,0.26819908232413336,0.9999999999999998,-0.37339105157222136,-0.5283258761315865,-0.5105834013932077
Apa,-0.1133518927620998,-0.1559403202722721,-0.04881664066827175,0.12128305953577745,-0.1991825857643419,-0.30712913953825594,0.3912042367193675,0.2419020121589422,-0.3980626890973136,0.6135649504523601,0.42056746703935044,0.48242066837272674,0.4137932267554157,0.3953502778147324,0.4394050407387873,0.44057691189919207,0.5246912601985622,0.5580370851896976,0.2833864699778278,-0.3876526899596292,-0.22381240507368688,0.24834166115147488,-0.060792691402404335,0.06674520349310903,-0.16010853714057519,0.3473794076081331,0.24482396915115898,-0.37339105157222136,1.0,0.7859145700346042,0.3980723399969113
Canal,0.07738920186930753,-0.30321120320341133,-0.11667758112350719,0.2735213918807575,-0.011651199300321699,-0.2959477687088922,0.5288497955155764,0.3804988827732804,-0.3695906388080031,0.7152953824393216,0.584732682986832,0.6527500421620666,0.5915504726534444,0.5701058297226786,0.5563248903841695,0.48078498136007547,0.616778631216937,0.6664634566570475,0.5131166819044883,-0.5073987300964611,-0.3947530342666164,0.1974886109796112,0.040299472710838245,0.19356792985970242,-0.17810475938632284,0.35042350302381164,0.2724259405685892,-0.5283258761315865,0.7859145700346042,0.9999999999999999,0.4522191006702144
Export,0.16474001924938858,-0.27261683177393187,-0.11293529585892206,0.07900000840706117,-0.1391286628083852,-0.428770068856949,0.5184270472274324,0.16502075104699288,-0.41433468087218306,0.3447922237911162,0.33987805630167406,0.22528422620538605,0.46110091054247304,0.22952770249039142,0.24646034471217268,0.2519584838575451,0.4569567222280375,0.5468482247137875,0.5797920125379382,-0.23233123491433305,-0.17793829417494295,-0.03754111302038131,-0.11800956193168965,0.4301204949272105,-0.2210314494948883,0.08110384560217691,0.05752655241462964,-0.5105834013932078,0.3980723399969113,0.4522191006702144,0.9999999999999999
